parity,blood_calcium,blood_phosphorus,bcs,days_to_calving,milk_yield_day1,activity_level,dcad,stage
7,8.08631729050959,6.1400810214850745,2.4,9,17.76100374807605,74.85256205958859,-0.2096705221505033,Mild
6,10.17616749939164,4.344775561470456,5.0,1,14.366129310830786,28.101444258696556,40.11147597776525,Critical
6,5.4053103534854925,4.322815362005298,4.3,6,13.611913215685474,33.49793903766489,-57.88867192037418,Critical
7,8.315982493802915,6.689510389830506,3.2,12,19.66359664792594,34.06156499786188,110.15379673986888,Moderate
6,8.735322227079367,6.7460531857181785,3.7,2,11.334259957613956,68.55939941793056,-46.47482920696498,Mild
3,7.664529690146435,4.194016615565135,4.7,14,16.76332018051791,29.30544467165065,41.26286403619795,Moderate
4,7.271601518047317,3.964755404976586,3.7,0,19.66615267495011,48.37951331583839,-26.5592954193076,Moderate
7,7.346676897856327,5.369688435145067,2.5,2,24.495749102738337,64.09408792833548,-3.1582773714505805,Moderate
4,8.31435068486209,4.540781855948793,3.1,9,21.337740401849977,53.676681309071306,-183.70658141078175,Mild
1,4.742073978234729,4.515787745144769,4.5,14,14.429674410089106,60.17775031425411,-20.31570094277095,Moderate
3,9.737026929913814,3.998346104287129,3.9,5,23.8920965878186,33.68394577302483,-108.79800810058128,Mild
5,7.135762638147469,4.93787938206356,4.0,19,16.50242481226261,66.89708746794489,-117.71186446221502,Moderate
3,8.230044855260209,4.114366308840561,4.6,14,11.821484889752956,42.73576215048007,89.52825475727826,Moderate
7,8.660784080218521,4.185518916388916,4.7,20,17.13979320367264,48.50760651204118,-67.10161984498791,Mild
5,7.053550302836678,5.858070215879565,4.8,6,25.19084600572851,59.75463455811972,-130.26414647803972,Moderate
1,7.764130867401807,5.433762118855149,2.3,20,18.826200250324625,57.06156443061696,-78.73053024870998,Subclinical
7,4.336567566874093,6.081854417838558,3.6,4,18.06260932164893,55.47960038031186,-154.03601831375312,Moderate
2,9.317822493199529,3.5211598775808324,4.2,3,26.186058223514262,39.98746356046489,64.7107574557016,Mild
4,9.944124200579896,5.5118567317957154,4.3,17,10.843225764727864,49.00901177601616,-105.6544595333212,Mild
1,4.938211606510244,7.990765050599005,3.8,2,11.57200442973614,55.04367181674072,-7.656005284506463,Moderate
4,7.268312821946728,5.053273018857281,2.5,16,9.92076764516584,27.498295336658305,58.48853713682601,Critical
6,5.786235119166534,6.489698807886757,4.4,17,19.863240932400277,45.74934067373242,-90.01221449717835,Critical
2,7.680067421322669,6.479208218529308,4.2,17,18.832465635575623,62.75359758065693,-7.438205418177119,Mild
2,9.16754540249773,6.538238329601531,2.3,1,25.71368183639888,29.45126792309315,-132.4068843923544,Mild
1,9.777156018661923,5.699994024468787,3.4,12,19.21737538568385,78.1316330318848,145.66156552909473,Subclinical
2,10.019335740968328,6.179303179293057,2.5,14,15.979214202603488,80.39226525199686,24.91041076932977,Subclinical
5,10.358978884445984,6.338816344015607,3.0,4,18.008974364390536,30.096988480798288,-65.40851510086448,Mild
2,7.599656998779982,6.262535233977229,2.1,2,18.58853709230479,82.15239266100278,-111.82669847111713,Mild
4,5.935474468279809,4.159098191783925,3.2,4,9.641193633359164,52.12836822575731,-59.11972422717011,Moderate
4,7.793737459445656,3.451138620947216,3.6,4,31.551658221674465,63.3702911831411,-77.19869778812154,Mild
7,9.139881504146436,3.635699747902232,3.9,4,20.59935509050956,45.06697895743507,106.23556431996052,Moderate
4,5.790932394342457,5.175808009140804,4.0,2,19.050041540112947,73.46089654453525,-148.0427777771922,Critical
7,10.988246516206836,6.212712081307173,4.5,2,21.075819921392903,63.121880376973344,-39.21588613678372,Mild
4,9.616199369768616,4.174706466986098,2.6,19,21.547054902933024,38.71693486804793,-51.4670453306968,Mild
5,7.628179096823608,6.608764550301284,2.4,17,17.297232572487843,31.695960000694228,-59.39282402758956,Mild
7,6.720430525259766,4.897269790590537,4.6,19,14.843794318796498,25.793951295815543,-58.6893323950674,Critical
3,6.795582053997243,4.908693746567105,2.5,3,20.99725343160852,58.758835528655126,-59.28566480963868,Mild
6,8.13357118484028,4.49667160494448,4.9,0,19.928554202657264,66.44942823559472,19.845285306567973,Moderate
1,7.587075315085366,3.238256369180472,4.5,15,13.95054950455296,68.01931357558882,-1.2812442806051934,Subclinical
4,9.710904959508724,5.7751769541215765,3.5,7,25.09517805683632,52.64037810785244,-16.487071090177082,Subclinical
2,7.382643509055268,7.555201255406283,4.9,16,19.46676018161492,31.86007088671272,-292.7191489716215,Moderate
4,8.909903259100684,5.424802571760924,2.3,7,21.649096811338158,41.35850403952434,-26.016410066946897,Mild
2,7.947935208485234,3.279242029966177,2.9,6,24.959604438399595,78.04697277923852,-182.4511488136066,Subclinical
6,8.485404843314727,6.436411373939736,3.9,7,18.10944410582417,45.30742870799837,1.7056130508660343,Moderate
6,7.585898415926511,3.550242411876413,3.1,20,19.584760034920578,57.868352613629526,67.95978940564117,Mild
6,9.273887974249316,4.049158723612978,4.8,11,22.05013619253058,33.48699032850225,-124.09912900708407,Mild
2,9.30057214452214,5.213994193223715,2.2,15,14.375694580999738,61.7316609091807,-70.94245778741654,Subclinical
4,8.82787224647986,5.647412126248238,3.6,11,18.27025831423001,45.846308766418446,-97.94845640423976,Mild
6,9.093525788869108,4.289603198599806,3.8,18,18.627742933255742,75.93425427551527,48.83454206054407,Mild
5,6.300136200422505,5.167220732120823,4.0,9,13.219707241583029,70.47115412413626,-42.39776917823416,Moderate
7,8.581842373236164,6.358194880912821,2.8,6,29.588183943369398,45.085881068502005,88.26635044530667,Mild
2,10.24856318147756,6.522614661769622,3.1,11,10.963532782537987,52.466719453046736,-16.899663764208995,Subclinical
2,8.884528220635096,7.001747706177118,4.5,19,11.50948048156421,43.97767519918742,-30.60398554913445,Mild
4,6.144708494957258,7.791302382752193,2.6,4,24.571132878517894,26.611336069099806,-44.54345739177309,Moderate
2,7.910420282631647,6.47186718599334,4.5,15,21.56633125398271,37.85115140905567,15.439367940586934,Moderate
2,8.674960289011477,5.239916182714912,3.7,8,12.87017591259611,58.9643465544164,-189.01489585962747,Subclinical
6,6.636680869583044,6.531176549347567,4.3,6,21.036445075508464,61.50518996459164,-43.1724835583592,Moderate
4,5.555111845897965,6.060059480806219,4.1,19,25.33925222498655,57.97095807185278,-55.60371549823719,Critical
6,7.431023836814251,6.107640373031505,2.6,13,17.84868471201507,48.965338920827286,8.033506172621287,Moderate
7,6.666501665658135,5.712662542086022,3.7,10,30.99411450037291,73.66133211441971,-65.01612846992295,Mild
7,7.974279743498056,4.405535077415312,4.6,6,9.379690945659824,56.27083809121875,-133.0987547330136,Mild
6,5.135471634506681,4.266284310613684,3.3,9,21.46911726929551,69.06507656191894,-49.41194600642407,Moderate
7,9.01646191256508,5.3834581587098285,4.9,8,23.832641681105017,19.524497355949627,-136.62724230946748,Moderate
4,6.857710936471958,5.678692091015646,3.4,3,22.456719508026232,0.0,-204.02097700699883,Moderate
1,9.79235402602644,4.684670892481945,2.4,15,16.97822136677176,60.6757605567616,8.169798518839436,Subclinical
6,7.501582088366519,6.0080103383302905,3.2,9,16.547792589944255,26.50468692557021,-3.67507418442635,Moderate
5,7.954299716507923,7.996919084847027,4.9,18,20.220725855436285,50.75096594573888,-12.632724480514035,Mild
5,7.688537218345548,3.406803136866091,3.0,16,22.078772433260347,48.958059179507885,54.23427375566489,Moderate
2,6.76131255781951,6.198693373076513,4.6,8,21.01236718141182,86.74801204831074,-103.20255122431402,Mild
7,12.0,5.420830454931028,4.6,12,23.200289453966946,62.99993105887213,-164.4891314217004,Mild
5,7.107440879586887,6.040786666401585,3.1,0,12.905650214666323,58.317180535973456,-55.60238214464356,Moderate
2,9.842338740438189,4.98314235944765,2.2,1,16.861145104381826,71.73982309267348,-77.80002397647283,Subclinical
1,6.031467897085889,5.324728137943399,4.2,12,13.299920339381227,62.36995173678078,-117.3836573416055,Mild
4,8.669836503967689,5.655400541209719,2.9,8,16.069436119569293,45.846460140231336,-56.38793227902368,Mild
4,8.861969895077305,5.138039339757687,4.3,6,23.076104459071527,76.4295186050912,-98.92841169636678,Mild
4,7.956481441223366,3.6753504191561217,3.3,15,18.539919603626146,32.80499744223452,-196.8804226685465,Mild
5,6.972191504648768,5.219301963226656,3.5,18,31.034295815748848,61.464943750671246,-85.29413526350083,Mild
1,7.526020575294865,3.800279646164567,4.3,6,18.967031835948585,24.048604117273776,-140.91001333630857,Mild
5,7.274078896448383,6.283831732696371,3.1,5,18.298459402898683,59.0788771503199,-31.46815427112618,Mild
7,12.0,3.261345878706253,3.3,17,18.53091459720108,58.85979283545859,-102.4827806592524,Subclinical
5,7.959314438999325,6.734385255347068,3.1,18,14.81095653570032,88.52909923829326,38.93051793128413,Mild
1,8.94479980159511,6.015475600244176,3.1,10,17.710816938112032,23.70052213116441,78.30928538142925,Mild
1,11.20692516276566,6.020066338880674,3.6,11,23.63894013555823,42.98225648292375,4.3505098409524905,Subclinical
7,6.422626397646473,2.9028281585825924,4.4,9,18.56985334063886,71.45364853148288,-174.0820945586656,Moderate
1,8.067788419702287,5.105680674290133,3.1,12,14.032701350582643,61.70634512794616,70.41567991032316,Subclinical
1,7.5154649629735,6.884276114391832,3.6,11,13.374576897606824,58.60610102675006,76.0576360299012,Subclinical
4,7.844950798129945,4.877670425163647,4.0,20,15.748990541670782,35.87728594082921,-48.49675909536474,Moderate
7,7.677778459188526,4.206325420043543,2.8,9,18.3693171720544,43.183633038171415,55.83409282684256,Moderate
3,6.682621245865609,4.7359958859931455,2.8,19,23.96793267738131,79.90082016446513,-94.13401104373423,Mild
3,8.35173851299394,5.418066852832794,4.8,17,11.297556793167816,53.96981612492144,-199.29967478796715,Mild
1,6.087261000651017,4.478355459624627,4.2,3,16.40086861055622,62.50719392288946,-110.8227550897275,Mild
3,9.779988927156232,6.9805806785071525,3.7,4,18.721550097175395,52.69623342447042,88.34406928358052,Subclinical
3,9.121957651978288,5.4223989640115295,3.9,4,8.831471161852827,31.338289695004697,-169.28639388891787,Mild
1,7.111766930544771,4.833316782462486,2.1,11,13.83200858516797,73.67620852149993,-50.03829744548044,Subclinical
3,7.199030021527053,3.938387767797305,3.9,2,14.600557301319068,65.06464769064992,-47.268488532783024,Moderate
5,8.495919012226855,6.0813359263347255,3.5,7,14.020148130747508,100.0,-91.03793951742496,Mild
2,6.562618431908872,6.053999553653636,3.6,1,18.95944772510824,34.6883724069891,-85.4817279869692,Moderate
7,11.261564223442768,4.54934931257837,3.1,17,17.197201952491014,71.45145842400962,-44.22006926110378,Subclinical
2,8.644266311645184,2.8164051660230256,2.2,8,15.22356948699482,28.769120679259977,-94.97298735477818,Mild
1,8.707873672490619,5.992914627491061,2.6,12,20.139813132763173,58.146931353461554,-163.7646797734345,Subclinical
4,9.226601144643114,5.275835930486798,4.9,6,26.61537358823125,74.5301317812633,-32.79744456452352,Mild
7,6.956966106673874,5.903285401510803,3.2,9,26.19628258370876,13.557297678070263,35.869326595597784,Critical
1,9.960217967212593,7.848609440367566,3.4,8,8.386141139688318,50.90135051516784,19.56580149227369,Subclinical
4,8.206160059187836,5.467801787549129,2.2,14,20.885360919175696,43.7358053191476,-114.77883739118492,Mild
2,9.710261847797897,4.883393659788673,2.1,4,17.10988354968081,40.960854034097565,-150.09823323021408,Subclinical
1,7.643684372177005,4.123213638821992,4.2,11,18.77577671432678,62.70425304518709,-72.73503057238229,Subclinical
7,10.371100808116134,5.125093850205941,3.6,0,16.00858483228726,77.4137141284519,75.42332078365312,Mild
7,8.72241852864462,5.692692819538769,3.5,11,18.58794314943601,52.33442569541689,1.6478463167636477,Mild
6,11.928512643518758,5.563968904718513,2.7,5,18.75703698036009,59.109728551200405,6.317174143538686,Mild
5,7.334861089719986,7.5681584080805235,4.2,18,15.105241213255384,57.28617506118496,21.188556142839573,Moderate
3,8.368188912963342,6.098902678559131,2.5,18,13.518162260874096,55.03607012712828,-16.338674998513092,Subclinical
4,6.143162755633716,5.338238954191349,2.6,15,15.75652158690258,33.213147245757874,-40.35131619091371,Moderate
6,7.0472631724168044,4.652127305399833,3.4,18,19.171296322283823,77.16889203445785,2.984551731837435,Moderate
3,9.113635786126231,5.820007316539985,2.9,2,20.99498170842132,60.90390736317672,-93.69328833744156,Subclinical
3,10.0327839875711,4.411590209940809,2.7,9,22.26674488670073,62.897629800051554,-163.15704090930566,Subclinical
1,12.0,5.715797295445488,3.9,17,15.529049884665437,38.86980741948835,7.839754769945856,Mild
3,7.826067968078203,6.084896712285812,4.0,12,19.419222836513683,45.81559204021519,49.019048459938006,Moderate
5,6.320215866237924,5.240257332674263,4.5,17,22.812512959766494,51.477316045784434,-139.4585551484825,Moderate
7,9.355986368679034,4.74365626712183,3.3,2,23.82797447572064,24.31750613102297,15.753718593272026,Moderate
6,5.969911003097649,2.877643783198113,2.2,2,17.70583572934239,21.239313496046435,84.4612570710552,Critical
3,9.015699298448126,6.872604071704469,2.8,11,16.895341375301935,42.98504138722865,-50.17969614056968,Subclinical
1,7.095939710850577,5.983960468294338,4.9,19,18.95562116918196,65.4504153288478,-115.4401747793397,Mild
5,8.380870946684707,6.013140737901739,3.8,6,12.251462635512972,41.93725220140118,-40.15850611785955,Mild
2,9.9638829838964,3.626377197067241,4.1,7,17.03195244482246,34.62389604818573,-94.04271745605612,Mild
7,7.800679827654747,7.155806439688068,2.0,8,21.72293199236565,38.7062869352466,-99.33840879651214,Mild
7,9.679182351791518,4.941739760058304,3.6,13,21.209735647218505,45.89315153709375,-15.34527461827659,Mild
6,9.571685387514467,5.153445636760616,2.1,4,16.648661978180556,47.92282074359792,-178.29835800239164,Mild
7,4.644203249043629,4.21685577349741,3.7,20,19.088591005435838,98.31042904413113,-165.51431379937816,Moderate
3,6.37711865713597,3.3556651223921823,4.8,18,13.876748298546564,76.09241256974636,-48.456729570084576,Mild
1,5.188747649488152,6.88881557406828,4.9,20,21.517460741125124,75.49548224563456,-51.78468311299449,Moderate
7,11.603126784554243,7.043916843277149,3.6,15,17.610892819317634,78.37160728546763,-22.51563383680514,Subclinical
7,7.8102945342128125,5.301366218376007,3.4,11,16.62024274151931,35.02358261331901,100.01803107867109,Moderate
2,11.205492583339955,4.68473851623238,4.8,20,16.191380819533066,30.55270770025522,-41.63887711393431,Mild
2,5.06068589502443,5.04754699703889,4.0,3,17.68553066550071,32.86259416931887,-2.1462279732164404,Critical
4,6.969016835812654,5.080462011957341,2.2,7,15.760611775340209,81.69012266675676,-128.04263484917055,Mild
5,9.440896835178751,4.060168333384482,3.4,6,21.290715180012818,44.056164222350176,11.435013081322971,Mild
3,8.322694287968032,5.149293741467392,2.7,14,16.023582259919095,29.97287635521426,-92.11126920885422,Mild
7,8.959147807064225,5.68372239152119,3.4,5,25.964820480136908,46.38007599560374,-44.28633339351255,Mild
7,5.743145179172137,6.721788697178503,3.4,4,25.326052517406904,50.227889365707455,-58.70789000553293,Moderate
1,10.478246287182074,5.517092996816454,3.7,13,13.542282550727476,60.36826547389124,32.63793879312247,Subclinical
4,9.39862897236312,3.608377949320677,3.1,20,18.3485213471464,60.019020414240856,-154.79812434999997,Subclinical
5,8.722925909884651,5.924257435838412,2.5,12,14.746716893319023,38.43638872252984,-232.65909076920315,Mild
4,6.765901494052746,5.192883325996296,3.5,9,16.36676218405694,68.71312785027422,-67.07461576703396,Mild
6,8.582840229690701,7.14449163278064,4.5,17,28.012137338223987,42.21612932499684,-12.517499447590067,Mild
5,7.475318037811718,7.215349362452809,4.0,3,16.462142914421005,51.87447326589914,-37.8184499354,Moderate
7,5.029115821932029,7.25734517472076,3.0,7,19.801130185387144,68.7354814100671,48.5763389931129,Critical
7,7.909238866901322,4.826094477552065,4.8,10,20.706606470041397,42.16357192111317,-15.010186065626534,Moderate
5,7.717885283199453,7.887826088005069,4.7,16,12.996853137583797,43.61297152837725,-95.1078665487888,Moderate
7,9.912322717775217,5.921131005874848,2.6,17,13.724522627953975,66.83336099386261,-236.0336123311744,Subclinical
3,3.978032403834435,7.451656486802359,2.1,20,11.969888142959404,37.845336467899614,-68.98497873561746,Moderate
5,8.423359691938462,4.896856463401888,4.2,10,13.570146330511117,47.304159527918586,32.23672018062385,Moderate
4,5.919977513409709,5.141683914868448,4.5,15,3.7498494534140896,66.11484356085785,-81.36382261336917,Critical
5,8.574602015951983,5.828832823206502,4.9,11,20.72291200396814,96.0818488287195,-47.73437890577886,Mild
7,8.673704100039151,5.682253131536728,4.7,12,28.27096920628035,67.10809009525494,-16.291179655463317,Mild
3,7.843679401165655,7.005774332163004,3.8,15,18.739103695182635,64.45279525980024,-131.22338993998528,Subclinical
3,9.453127624659952,5.221444817741855,3.6,20,10.918655703296965,65.61603167345459,-0.1411282688946045,Subclinical
6,5.757621093620541,6.897537988372427,2.1,0,14.78611808550026,33.536194518659016,80.96974320013646,Critical
4,9.99389681050706,6.378681408559184,2.7,15,15.705615774875016,57.31193477359816,-63.82506815147251,Subclinical
2,6.725458040850546,5.243929337671422,3.4,14,12.91207611393312,54.404670233271965,-140.32515374658414,Mild
2,5.199382429118188,6.285611940978776,3.9,5,22.300913191975784,61.431690807455126,-55.3280821617579,Moderate
5,7.509687253100344,4.932081943800341,3.7,11,22.05130022187667,57.330161049517415,-227.9507286887095,Mild
6,4.228716459176026,8.320246960006866,4.2,7,12.222741030911704,62.59399354834225,-23.04773888187072,Critical
1,8.457513006043163,2.302801214710664,2.8,6,21.62540522223754,48.77065610201597,-13.818049788113695,Subclinical
5,7.533349203355594,6.307531845394047,3.7,1,25.634063317886326,56.17217834743585,84.05090350764499,Moderate
6,10.220636458476864,3.382484908867544,2.3,11,27.5127910261478,30.44342867886016,-65.51958340533001,Mild
4,9.168063578912593,5.229211956138317,3.2,20,32.32606011542981,48.601854439941725,-17.32117294828238,Mild
4,5.494406593061582,5.397270292634505,4.3,13,13.490036752784013,82.81667096353287,-118.90304819087208,Critical
4,6.490902515987806,7.30916027069642,4.1,15,32.121102131976016,61.37616679256512,-78.5141696420063,Moderate
4,8.937195956961576,4.669417345507732,5.0,10,16.228968057456058,54.581579252338464,-172.01483493297584,Mild
4,9.524742217973062,7.069614298794134,2.8,19,15.037672723097428,92.92246552508692,-65.58316970265885,Subclinical
6,10.200501646796384,4.085420031730244,3.5,8,19.635361874389226,27.783300433978415,-74.42473228148519,Mild
6,10.186116713549628,7.116003668505839,3.0,9,15.089693329534938,32.81088889107561,-26.06401871288833,Mild
3,7.83885930155377,4.930785469715833,3.3,16,19.99522070323263,89.25422822552545,-99.88775042661116,Subclinical
2,8.652780120052103,5.588121423089342,4.6,11,11.399614061313493,55.91921872097868,-43.332371921992646,Subclinical
7,10.337729307098831,5.096345604267516,4.1,5,16.80623698968283,50.148339274204126,-76.67040444861325,Mild
4,7.454044768515293,7.038836168938724,4.6,18,24.4279111718084,31.015913498087137,-76.51995106396114,Moderate
1,8.683507136492223,6.805287811880497,2.6,10,17.71469354284422,63.95392532790024,-43.57101392295759,Subclinical
7,7.411614596576627,6.03220206470143,4.6,8,18.707978933699412,65.88919739054924,-46.758164614639206,Moderate
6,7.008293393962231,4.117757938495871,2.2,20,20.37629302358656,33.11011278330207,10.893923124131078,Moderate
1,8.087093212914446,4.641973758363709,4.7,5,23.8533081465883,52.19448828899144,-59.65144273038679,Subclinical
1,6.762421787588735,4.265708169392649,3.0,15,9.723876439052836,48.28968335933868,-77.99082792984025,Mild
1,7.764351249014451,2.802228535849404,2.9,19,20.922620259187173,60.119542928375424,-64.4645956069781,Subclinical
3,6.137081243842161,7.013581722220056,3.5,15,16.659304303791185,32.614995155587124,-107.1731293472794,Mild
6,7.658010103071717,5.106611768388764,4.8,5,18.83318947655919,80.03894909026315,-78.79288748533372,Mild
1,8.807102528508551,5.093807242849243,2.1,4,23.299750848811883,73.31647563195209,112.4926970458585,Subclinical
4,6.940225634827767,7.295322680110671,3.1,20,12.02906674294078,47.73648882534368,-123.01430085566936,Moderate
5,8.016725154555642,4.928813677136359,4.6,3,12.936777792784552,50.67162576723258,-72.29250671034475,Mild
1,8.250816668518276,4.491434877176883,3.2,1,8.322850201430969,52.27155699444768,-80.99909306157522,Subclinical
3,8.814562805278403,5.230305255382018,2.6,5,15.254205291181115,39.43382893986993,-69.77372897955196,Subclinical
7,7.7595562856506115,4.140797137747724,3.3,8,24.65216172189408,46.13141163529929,-76.4991447102716,Mild
6,9.95455941536205,5.913226923145547,3.2,16,17.39706405763265,49.59459264650782,-27.66079190232002,Mild
3,4.218346049386548,5.051605506082995,4.7,13,11.299375521726072,87.25736741414256,-186.81400811134355,Moderate
1,12.0,4.891274307287425,4.3,6,15.571606277124763,73.93236616660873,32.97371780256036,Subclinical
6,6.43195922473247,4.787316193575638,3.5,18,10.560691482546886,73.69309414673248,0.6066239713757824,Moderate
5,8.72610204203734,5.372534207389586,5.0,0,12.37406949134419,62.398512260087806,-149.4297268850508,Mild
1,6.310757761629472,5.600177350623821,3.4,19,19.944094551318567,32.65345982137531,-231.5261818361921,Mild
3,9.159682687116742,4.876029893910974,2.2,14,12.130633368469857,54.170177908452416,-128.1657716913121,Subclinical
2,8.49782447467087,5.069480876685824,2.8,17,23.56317152601651,74.4097691922676,-69.4133169141698,Subclinical
4,6.828715632778839,5.402172607816781,3.3,2,17.64439854584832,29.834707412654243,156.423351895262,Critical
7,9.931557221738563,5.281098237352554,2.5,17,18.427973519722627,67.73106413746528,-6.539442802058133,Subclinical
3,7.704870416716542,5.5372911602500166,4.8,1,16.60813516196053,100.0,-194.6071719345166,Mild
6,8.984988688502607,4.687995036102383,4.3,9,21.86423919271861,76.23633291979463,-105.17244039207552,Mild
1,6.349112350647135,6.705511490951789,2.8,10,21.915799438885053,83.28058271123975,-54.25699490183866,Subclinical
4,7.944402255971156,5.616193812891421,3.8,2,19.675271759560857,59.36677500884321,-29.705315656152248,Mild
1,11.606133080927789,4.895383896610148,4.2,6,20.82394552953824,74.3586389752998,-155.17990882483383,Subclinical
6,9.733337952405432,5.913261060854242,4.8,7,16.93955165039787,40.64293571291929,-60.79921823816491,Mild
1,8.553717359811893,5.410757681417542,4.6,18,20.71101503454524,70.91727624682453,-107.41113100884326,Subclinical
2,7.191942510302368,3.4194083746195982,3.5,17,16.310611122630966,68.08776268121527,-138.30068500818533,Mild
4,8.121497364575015,5.909143228265951,4.3,12,18.01115811081201,60.79822348075326,-29.232348264083686,Mild
4,8.355618782310287,4.276592557138976,3.7,12,16.626781253168513,81.32014839436997,11.910173875425784,Mild
6,8.808611182855541,6.6213133398775685,3.7,18,15.71390730340402,44.22430324305223,17.28330215692955,Mild
7,6.062011085280202,5.209900433327864,2.3,11,14.554441011391049,51.25884967052675,-4.049091909289913,Mild
2,9.203134329696256,6.4360843568692765,2.4,16,20.338450519294422,56.90924082716593,-89.78956265122102,Subclinical
3,6.038732423069625,4.743737736162871,3.6,11,24.55302956406732,34.407780578211984,7.163980917080465,Moderate
1,10.93602653410737,5.583915120568768,2.8,12,23.8555098583478,59.53863887600496,-25.275644951656968,Subclinical
5,6.611069019649619,6.952292200608252,2.1,11,11.717173320272824,20.62139174092306,-39.28464936383895,Moderate
1,8.533930975417116,5.177180144302213,4.2,18,24.446015257034368,75.93909068856419,-98.93544973614388,Subclinical
1,9.809256631900432,4.791019481517035,2.1,13,16.409207491910355,55.93274733131931,-89.75009018732226,Subclinical
3,7.545715921763991,6.286048736538147,3.8,6,21.00366507572796,44.58214192192473,-44.08904511003568,Mild
1,8.613080034379745,6.2627939161011525,3.6,12,13.468923339763943,38.31252775409757,145.1899573588401,Subclinical
