filepath,filename,label,label_int,cluster_id,split
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp16-e1515373888406-1024x718-1-400x284.jpg,hyp16-e1515373888406-1024x718-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp16-e1515373888406-1024x718-1-400x284_jpg.rf.Doyhunr9aatOR97ca6bK.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture24-1-400x284.jpg,Picture24-1-400x284.jpg,mastitis,1,"('mastitis', 'Picture24-1-400x284_jpg.rf.lAcoXRnBSj4tooFfn5GK.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Purple-Teats-with-wedging-overmilking-400x284.jpg,Purple-Teats-with-wedging-overmilking-400x284.jpg,mastitis,1,"('mastitis', 'Purple-Teats-with-wedging-overmilking-400x284_jpg.rf.8PZerhVRKfxEi3iKBuMW.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/ring10-400x284.jpg,ring10-400x284.jpg,mastitis,1,"('mastitis', 'ring10-400x284_jpg.rf.5XxOXQYbeES6KXTlDrsj.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture52-400x284.jpg,Picture52-400x284.jpg,mastitis,1,"('mastitis', 'Picture52-400x284_jpg.rf.vaARdcUFxB3WmynLQtmP.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/ring16-e1515291521268-400x284.jpg,ring16-e1515291521268-400x284.jpg,mastitis,1,"('mastitis', 'ring16-e1515291521268-400x284_jpg.rf.kyF7XvvMcl25aoIe45SE.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/pox4-e1515354347181-400x284.jpg,pox4-e1515354347181-400x284.jpg,mastitis,1,"('mastitis', 'pox4-e1515354347181-400x284_jpg.rf.hYIbkCHMy6DRO0sSRiIT.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/chaps-6.1.mouthpiece-400x284.png,chaps-6.1.mouthpiece-400x284.png,mastitis,1,"('mastitis', 'chaps-6_1_mouthpiece-400x284_png.rf.ph82d2Yr7EVUYn0Uw1AC.png')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture21-2-400x284.jpg,Picture21-2-400x284.jpg,mastitis,1,"('mastitis', 'Picture21-2-400x284.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp21-e1515374009194-1024x763-1-400x284.jpg,hyp21-e1515374009194-1024x763-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp21-e1515374009194-1024x763-1-400x284_jpg.rf.BCtLYsaMJxI4gjuL5Gnf.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/wet-teat2-1-e1515287241981-400x284.jpg,wet-teat2-1-e1515287241981-400x284.jpg,mastitis,1,"('mastitis', 'wet-teat2-1-e1515287241981-400x284.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture20-400x284.jpg,Picture20-400x284.jpg,mastitis,1,"('mastitis', 'Picture20-400x284_jpg.rf.5cBixPYB7RtO7aGvbAIS.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/pox3-e1515354218443-400x284.jpg,pox3-e1515354218443-400x284.jpg,mastitis,1,"('mastitis', 'pox3-e1515354218443-400x284_jpg.rf.b4UFPhP8jaKHGojRSEvF.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture45-400x284.jpg,Picture45-400x284.jpg,mastitis,1,"('mastitis', 'Picture45-400x284_jpg.rf.5Os6UXvWLgytVAIIfnER.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture13-400x284.jpg,Picture13-400x284.jpg,mastitis,1,"('mastitis', 'Picture13-400x284_jpg.rf.YQohQNAtEhH4dTI2KmfO.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture48-400x284.jpg,Picture48-400x284.jpg,mastitis,1,"('mastitis', 'Picture48-400x284_jpg.rf.9r25gxn2zsgZ50JZN1ZR.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp23-e1515374144420-1024x787-1-400x284.jpg,hyp23-e1515374144420-1024x787-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp23-e1515374144420-1024x787-1-400x284_jpg.rf.7FANe0AbH1VxJxl8Wjrd.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/pet-hem2-e1515364540239-400x284.jpg,pet-hem2-e1515364540239-400x284.jpg,mastitis,1,"('mastitis', 'pet-hem2-e1515364540239-400x284_jpg.rf.4Ijzj60uvv8Xj50eda4m.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/ring4-400x284.jpg,ring4-400x284.jpg,mastitis,1,"('mastitis', 'ring4-400x284_jpg.rf.uPrOdgCXDPvskM8R1mJ5.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture36-400x284.jpg,Picture36-400x284.jpg,mastitis,1,"('mastitis', 'Picture36-400x284_jpg.rf.wJqxJOCOe8eQsxCv23Kl.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp7-e1515373678799-1024x799-1-400x284.jpg,hyp7-e1515373678799-1024x799-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp7-e1515373678799-1024x799-1-400x284_jpg.rf.unjbirzvrFqrkbW0FoFx.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp18-e1515373930791-1024x972-1-400x284.jpg,hyp18-e1515373930791-1024x972-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp18-e1515373930791-1024x972-1-400x284_jpg.rf.GT9XFNbZbATlUJtcDQKq.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Burnt-teat-e1515283231199-400x284.jpg,Burnt-teat-e1515283231199-400x284.jpg,mastitis,1,"('mastitis', 'Burnt-teat-e1515283231199-400x284_jpg.rf.znqSFDEtHh1MMa8OQr09.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture25-1-400x284.jpg,Picture25-1-400x284.jpg,mastitis,1,"('mastitis', 'Picture25-1-400x284_jpg.rf.rHUUWkbhrd3f77BuX7z5.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp5-e1515373631315-1024x893-1-400x284.jpg,hyp5-e1515373631315-1024x893-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp5-e1515373631315-1024x893-1-400x284_jpg.rf.BycnETUonp3WlZ0iNJKP.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture1-400x284.jpg,Picture1-400x284.jpg,mastitis,1,"('mastitis', 'Picture1-400x284_jpg.rf.RKzoSnOnZOBmo2CQU1tU.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/dry-skin-crack9-400x284.jpg,dry-skin-crack9-400x284.jpg,mastitis,1,"('mastitis', 'dry-skin-crack9-400x284_jpg.rf.iEdjYQuk7szIxXBe7WZa.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp25-1024x683-1-400x284.jpg,hyp25-1024x683-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp25-1024x683-1-400x284_jpg.rf.37vDICqcgmfbLpvaCnrw.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture22-400x284.jpg,Picture22-400x284.jpg,mastitis,1,"('mastitis', 'Picture22-400x284_jpg.rf.gVNwexLMdqVdndLS8ECD.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Petechail-hemoraghing-e1515364651809-400x284.jpg,Petechail-hemoraghing-e1515364651809-400x284.jpg,mastitis,1,"('mastitis', 'Petechail-hemoraghing-e1515364651809-400x284_jpg.rf.DEYn3f1g5sVjmwsSFdWd.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp2-e1515373564252-729x1024-1-400x284.jpg,hyp2-e1515373564252-729x1024-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp2-e1515373564252-729x1024-1-400x284_jpg.rf.sOVBCLDnBKAW6vnoUxnG.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture23-1-400x284.jpg,Picture23-1-400x284.jpg,mastitis,1,"('mastitis', 'Picture23-1-400x284_jpg.rf.uyZ5Vj9ImBAfIEYH8DCL.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/dry-skin-eo5-400x284.jpg,dry-skin-eo5-400x284.jpg,mastitis,1,"('mastitis', 'dry-skin-eo5-400x284_jpg.rf.S1XVrWXIpFIfHuUlmcDl.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp11-e1515373777349-1024x851-1-400x284.jpg,hyp11-e1515373777349-1024x851-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp11-e1515373777349-1024x851-1-400x284_jpg.rf.mBX2lVWoAHa5Tlpg5PLh.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture54-400x284.jpg,Picture54-400x284.jpg,mastitis,1,"('mastitis', 'Picture54-400x284_jpg.rf.xgR1OzIq4SpEtXRrNMo4.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp24-e1515374393597-1024x788-1-400x284.jpg,hyp24-e1515374393597-1024x788-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp24-e1515374393597-1024x788-1-400x284_jpg.rf.nRXtAap5Ld3s6SszTubW.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/exfol3-400x284.jpg,exfol3-400x284.jpg,mastitis,1,"('mastitis', 'exfol3-400x284_jpg.rf.lpeLOZLiSJ5WkTnkdMFp.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture32-400x284.jpg,Picture32-400x284.jpg,mastitis,1,"('mastitis', 'Picture32-400x284_jpg.rf.bPTzFOuEi7tBlBaF46W3.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/dry-skin-crack-6-400x284.jpg,dry-skin-crack-6-400x284.jpg,mastitis,1,"('mastitis', 'dry-skin-crack-6-400x284_jpg.rf.WXOaGE8Q5ibtP3w6hJVH.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture43-400x284.jpg,Picture43-400x284.jpg,mastitis,1,"('mastitis', 'Picture43-400x284_jpg.rf.VThtOyE2JnRM1pzSOEO0.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/exfol1-400x284.jpg,exfol1-400x284.jpg,mastitis,1,"('mastitis', 'exfol1-400x284.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp19-e1515373952298-1024x828-1-400x284.jpg,hyp19-e1515373952298-1024x828-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp19-e1515373952298-1024x828-1-400x284_jpg.rf.lJ7IVRu5J9qKFjK3bncU.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture4-400x284.jpg,Picture4-400x284.jpg,mastitis,1,"('mastitis', 'Picture4-400x284_jpg.rf.viaTVaIyChOaQV12okzF.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/dry-skin8-400x284.jpg,dry-skin8-400x284.jpg,mastitis,1,"('mastitis', 'dry-skin8-400x284_jpg.rf.KlXTKgItDua0mWfpBgfJ.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture18-400x284.jpg,Picture18-400x284.jpg,mastitis,1,"('mastitis', 'Picture18-400x284_jpg.rf.2A5zOge1DDpUagxpDi7f.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/severe-ringing-blue-teats-congestionKE-1-e1515364733512-1024x809-1-400x284.jpg,severe-ringing-blue-teats-congestionKE-1-e1515364733512-1024x809-1-400x284.jpg,mastitis,1,"('mastitis', 'severe-ringing-blue-teats-congestionKE-1-e1515364733512-1024x809-1-400x284_jpg.rf.H5aZUTumqhqep40OSBM6.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture35-400x284.jpg,Picture35-400x284.jpg,mastitis,1,"('mastitis', 'Picture35-400x284_jpg.rf.bwnYaQ8wJTfiv6Hh2Lzl.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture31-400x284.jpg,Picture31-400x284.jpg,mastitis,1,"('mastitis', 'Picture31-400x284_jpg.rf.gDnGDzLdehVIG6WynOVM.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture17-400x284.jpg,Picture17-400x284.jpg,mastitis,1,"('mastitis', 'Picture17-400x284_jpg.rf.lNl5VKw0XpMm7koL4vCS.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp22-e1515374029867-1024x742-1-400x284.jpg,hyp22-e1515374029867-1024x742-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp22-e1515374029867-1024x742-1-400x284_jpg.rf.euETWxMD7ZJxMjw0nSsA.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/chaps-3.1whole-teat.soiled-400x284.png,chaps-3.1whole-teat.soiled-400x284.png,mastitis,1,"('mastitis', 'chaps-3_1whole-teat_soiled-400x284_png.rf.q2Da1VKTCfiQlG6hv6Eg.png')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/ring6-400x284.jpg,ring6-400x284.jpg,mastitis,1,"('mastitis', 'ring6-400x284_jpg.rf.a0SM29hVtdnC8TEgIluf.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/red5-e1515364876519-839x1024-1-400x284.jpg,red5-e1515364876519-839x1024-1-400x284.jpg,mastitis,1,"('mastitis', 'red5-e1515364876519-839x1024-1-400x284_jpg.rf.up6vbs34uHwZoud6VA3p.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Hyperkeratosis-e1515371480240-332x284.jpg,Hyperkeratosis-e1515371480240-332x284.jpg,mastitis,1,"('mastitis', 'Hyperkeratosis-e1515371480240-332x284_jpg.rf.k8ISCF7CEIrzQegkYLcD.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/ring7-400x284.jpg,ring7-400x284.jpg,mastitis,1,"('mastitis', 'ring7-400x284_jpg.rf.ijM2xCeiCFXpyquAoA7J.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/pox6-e1515355158533-400x284.jpg,pox6-e1515355158533-400x284.jpg,mastitis,1,"('mastitis', 'pox6-e1515355158533-400x284_jpg.rf.C4UoKgDqkmyf01EPs1xw.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture26-1-400x284.jpg,Picture26-1-400x284.jpg,mastitis,1,"('mastitis', 'Picture26-1-400x284_jpg.rf.jfAbl1bOzdtkrwHKHfYT.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/chemical-burn2-e1515284193990-400x284.jpg,chemical-burn2-e1515284193990-400x284.jpg,mastitis,1,"('mastitis', 'chemical-burn2-e1515284193990-400x284_jpg.rf.knuIkvj5BFchengvO12w.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp12-e1515373796893-1024x903-1-400x284.jpg,hyp12-e1515373796893-1024x903-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp12-e1515373796893-1024x903-1-400x284_jpg.rf.EkPXGGkHDd1YkMNRBdyR.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture43-1-400x284.jpg,Picture43-1-400x284.jpg,mastitis,1,"('mastitis', 'Picture43-1-400x284_jpg.rf.z83UCdtZg7dFSuGaaCtw.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture21-1-400x284.jpg,Picture21-1-400x284.jpg,mastitis,1,"('mastitis', 'Picture21-2-400x284.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture51-400x284.jpg,Picture51-400x284.jpg,mastitis,1,"('mastitis', 'Picture51-400x284_jpg.rf.Kfyr8XnqfTtjQiVV1Emq.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp4-e1515373603251-1024x688-1-400x284.jpg,hyp4-e1515373603251-1024x688-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp4-e1515373603251-1024x688-1-400x284_jpg.rf.kxA64h3HBDrVO0vAkKds.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/dry-skin-crack5-400x284.jpg,dry-skin-crack5-400x284.jpg,mastitis,1,"('mastitis', 'dry-skin-crack5-400x284_jpg.rf.zYa7pt0eIyP3ejuI7v9l.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/exfol2-400x284.jpg,exfol2-400x284.jpg,mastitis,1,"('mastitis', 'exfol2-400x284_jpg.rf.UvD1T3hddAiQNBBlGHSG.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Drying-chemical-barrier-dip-build-up-build-up-e1515286053269.jpg,Drying-chemical-barrier-dip-build-up-build-up-e1515286053269.jpg,mastitis,1,"('mastitis', 'Drying-chemical-barrier-dip-build-up-build-up-e1515286053269_jpg.rf.nJ3WWnJ4pTeZYJXyD6m0.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Large-Ring-1-1-e1515371355481-400x284.jpg,Large-Ring-1-1-e1515371355481-400x284.jpg,mastitis,1,"('mastitis', 'Large-Ring-1-1-e1515371355481-400x284_jpg.rf.Fp9QmWLXLWNO6Zn3akBh.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture20-1-400x284.jpg,Picture20-1-400x284.jpg,mastitis,1,"('mastitis', 'Picture20-1-400x284_jpg.rf.LQuPLg5Uo07qsbWzBvW1.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/severe-hemm7-e1515364519265-400x284.jpg,severe-hemm7-e1515364519265-400x284.jpg,mastitis,1,"('mastitis', 'severe-hemm7-e1515364519265-400x284_jpg.rf.RG9dPKpgiMXVcSjuKCu1.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture50-1-400x284.jpg,Picture50-1-400x284.jpg,mastitis,1,"('mastitis', 'Picture50-1-400x284_jpg.rf.qqlrHpyzbBT9QDc65Q2V.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture2-400x284.jpg,Picture2-400x284.jpg,mastitis,1,"('mastitis', 'Picture2-400x284_jpg.rf.xRdVoKCCujlhOJqdKqK4.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/blue11-e1515364798164-1012x1024-1-400x284.jpg,blue11-e1515364798164-1012x1024-1-400x284.jpg,mastitis,1,"('mastitis', 'blue11-e1515364798164-1012x1024-1-400x284_jpg.rf.8kogXnTCbhHdCyRe7Tvw.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp14-e1515373846770-1024x925-1-400x284.jpg,hyp14-e1515373846770-1024x925-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp14-e1515373846770-1024x925-1-400x284_jpg.rf.aLv3o0OkfPQRjFMGi3QM.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/dry-skin-crack7-400x284.jpg,dry-skin-crack7-400x284.jpg,mastitis,1,"('mastitis', 'dry-skin-crack7-400x284_jpg.rf.n2z2lBuTSnEiw7U9yt5x.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture28-400x284.jpg,Picture28-400x284.jpg,mastitis,1,"('mastitis', 'Picture28-400x284_jpg.rf.VT2NNQxrPXRB6V6b2dp2.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture49-400x284.jpg,Picture49-400x284.jpg,mastitis,1,"('mastitis', 'Picture49-400x284_jpg.rf.eW91PoEh3Z669HrI0eTR.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp1-e1515373528892-940x1024-1-400x284.jpg,hyp1-e1515373528892-940x1024-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp1-e1515373528892-940x1024-1-400x284_jpg.rf.OxJwSAwyeqEt19fhqVOB.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/ring2-400x284.jpg,ring2-400x284.jpg,mastitis,1,"('mastitis', 'ring2-400x284_jpg.rf.YriyAkHm1nedFgxehtnX.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/chaps-4.1scabbed-400x284.png,chaps-4.1scabbed-400x284.png,mastitis,1,"('mastitis', 'chaps-4_1scabbed-400x284_png.rf.vShVZpslMcGkf3gNos5o.png')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture28-1-400x284.jpg,Picture28-1-400x284.jpg,mastitis,1,"('mastitis', 'Picture28-1-400x284_jpg.rf.evbAC3TCh63ZiDylezv4.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture23-400x284.jpg,Picture23-400x284.jpg,mastitis,1,"('mastitis', 'Picture23-400x284_jpg.rf.R58b9veiqFeRXNxc2Ik7.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture16-400x284.jpg,Picture16-400x284.jpg,mastitis,1,"('mastitis', 'Picture16-400x284_jpg.rf.70LuusGNUTdgrymgUUz2.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture34-400x284.jpg,Picture34-400x284.jpg,mastitis,1,"('mastitis', 'Picture34-400x284_jpg.rf.ZMJhXjYdTQqkJjACSUBA.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Facial-eczma-on-teats-e1515294568304-400x284.jpg,Facial-eczma-on-teats-e1515294568304-400x284.jpg,mastitis,1,"('mastitis', 'Facial-eczma-on-teats-e1515294568304-400x284_jpg.rf.TBlnpt7LaadVkNVjj6VF.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp6-e1515373652959-1024x855-1-400x284.jpg,hyp6-e1515373652959-1024x855-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp6-e1515373652959-1024x855-1-400x284_jpg.rf.eqMCOb1cuV9BXFMZQhVf.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/dry-skin5-400x284.jpg,dry-skin5-400x284.jpg,mastitis,1,"('mastitis', 'dry-skin5-400x284_jpg.rf.ts6O4W3KlM8LVezi3XtG.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/red11-683x1024-1-400x284.jpg,red11-683x1024-1-400x284.jpg,mastitis,1,"('mastitis', 'red11-683x1024-1-400x284_jpg.rf.3hMCcFsMrXJBNnpBLUkC.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Base-ringing-400x284.jpg,Base-ringing-400x284.jpg,mastitis,1,"('mastitis', 'Base-ringing-400x284_jpg.rf.HMa0uKX3HcD87WxSwnkf.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp9-e1515373723171-1024x924-1-400x284.jpg,hyp9-e1515373723171-1024x924-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp9-e1515373723171-1024x924-1-400x284_jpg.rf.pAVV9yX0Kt2whpRsUGWJ.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/hyp17-e1515373911728-1024x894-1-400x284.jpg,hyp17-e1515373911728-1024x894-1-400x284.jpg,mastitis,1,"('mastitis', 'hyp17-e1515373911728-1024x894-1-400x284_jpg.rf.ReGcMto78Z8fKOiMbdZo.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture40-400x284.jpg,Picture40-400x284.jpg,mastitis,1,"('mastitis', 'Picture40-400x284_jpg.rf.St7A7yz6lXPBmOGrlL17.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/chaps-2.1new-and-healed-390x284.png,chaps-2.1new-and-healed-390x284.png,mastitis,1,"('mastitis', 'chaps-2_1new-and-healed-390x284_png.rf.zJsiPzuQOi6aHq6XZhqi.png')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/Picture48-1-400x284.jpg,Picture48-1-400x284.jpg,mastitis,1,"('mastitis', 'Picture48-1-400x284_jpg.rf.VzkH7zyTvrrcFuw7XVny.jpg')",train
/content/drive/MyDrive/NewCattleSense/dataset/images/mastitis/pox1-e1515354008404-400x284.jpg,pox1-e1515354008404-400x284.jpg,mastitis,1,"('mastitis', 'pox1-e1515354008404-400x284_jpg.rf.f3ujKnKvTwZDbbqCUQnV.jpg')",train
